,AGO,BFA,BDI,BEN,BWA,COD,CAF,COG,CIV,CMR,CPV,DJI,DZA,EGY,ESH,ERI,ETH,GAB,GHA,GMB,GIN,GNQ,GNB,KEN,COM,LBR,LSO,LBY,MAR,MDG,MLI,MRT,MUS,MWI,MOZ,NAM,NER,NGA,RWA,SYC,SDN,SLE,SEN,SOM,SSD,STP,SWZ,TCD,TGO,TUN,TZA,UGA,ZAF,ZMB,ZWE
STP,0.3769230769230769,0.0,0.3769230769230769,0.0,0.0,0.3769230769230769,0.3192307692307692,0.3769230769230769,0.0,0.23076923076923078,1.0,0.3192307692307692,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3192307692307692,0.3192307692307692,0.07692307692307693,0.0,0.0,0.0,1.0,0.0,0.3769230769230769,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,0.3192307692307692,0.0,0.0,0.3192307692307692,0.0,1.0,0.0,0.23076923076923078,0.0,0.3076923076923077,0.3769230769230769,0.3769230769230769,0.0,0.0,0.0
SWZ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
TCD,0.23076923076923078,0.0,0.23076923076923078,0.1346153846153846,0.0,0.23076923076923078,0.8307692307692308,0.23076923076923078,0.0,1.0,0.23076923076923078,0.8307692307692308,0.8307692307692308,0.8307692307692308,0.8307692307692308,0.7346153846153847,0.8307692307692308,0.0,0.1346153846153846,0.0,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.0,0.8307692307692308,0.8307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.1346153846153846,0.23076923076923078,0.0,0.8307692307692308,0.0,0.0,0.8307692307692308,0.0,0.23076923076923078,0.0,1.0,0.1346153846153846,0.8307692307692308,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0
TGO,0.0,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.1346153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,0.3153846153846154,0.0,0.3153846153846154,0.0,0.0,0.3153846153846154,0.9153846153846154,0.3153846153846154,0.0,0.8307692307692308,0.3076923076923077,0.9153846153846154,1.0,1.0,1.0,0.8192307692307692,0.9153846153846154,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.3153846153846154,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153846153846154,0.0,0.9153846153846154,0.0,0.0,0.9153846153846154,0.0,0.3076923076923077,0.0,0.8307692307692308,0.0,1.0,0.3153846153846154,0.3153846153846154,0.0,0.0,0.0
TZA,0.7692307692307693,0.0,0.7692307692307693,0.0,0.0,0.7692307692307693,0.3730769230769231,0.6923076923076923,0.0,0.23076923076923078,0.3769230769230769,0.3730769230769231,0.3153846153846154,0.3153846153846154,0.3153846153846154,0.49615384615384617,0.3730769230769231,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,1.0,0.0,0.0,0.0,0.3153846153846154,0.3153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.3730769230769231,0.0,0.0,0.3730769230769231,0.0,0.3769230769230769,0.0,0.23076923076923078,0.0,0.3153846153846154,1.0,0.7692307692307693,0.0,0.0,0.0
UGA,0.9730769230769231,0.0,0.9730769230769231,0.0,0.0,0.9730769230769231,0.4,0.6923076923076923,0.0,0.23076923076923078,0.3769230769230769,0.4,0.3153846153846154,0.3153846153846154,0.3153846153846154,0.4423076923076923,0.4,0.0,0.0,0.0,0.0,0.3769230769230769,0.0,0.7692307692307693,0.0,0.0,0.0,0.3153846153846154,0.3153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9730769230769231,0.0,0.4,0.0,0.0,0.4,0.0,0.3769230769230769,0.0,0.23076923076923078,0.0,0.3153846153846154,0.7692307692307693,1.0,0.0,0.0,0.0
ZAF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ZMB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ZWE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
